,adverb,cluster,sentence,entropy
913,keenly,0,"Keenly aware of the tremendous problems ahead is Dr. Robert H Felix, director of the vast new project.",1.5088838267729443e-07
914,keenly,1,"""Sheriff Bullock declines comment on the swirl of rumours... ""that parties in Helena with whom he has had long association... ""are keenly interested in annexing our camp to the Montana territories.",0.06678742915391922
915,kindly,0,"Kindly restrain your language, Behie.",5.865874452837261e-09
916,kindly,2,â™ª Dear â™ª â™ª Kindly Sergeant Krupke â™ª â™ª Ya gotta understand â™ª â™ª It's just our bringing'-upke â™ª â™ª That gets us out of hand â™ª,0.002192184329032898
917,knowingly,0,Knowingly making a false report...,1.1910140429449712e-08
918,knowingly,1,"Before he fell asleep, worn out and satisfied, he put his hand on my ass and whispered knowingly:",1.4686110019683838
919,laboriously,0,"You haven't lived until you've trudged laboriously through hip-deep snow, man.",0.31801867485046387
920,lamely,0,"(lamely): ""The British are coming.""",1.3119895925228775e-07
921,largely,0,"AND A WAR COMPOSED LARGELY OF AMERICAN DEFEATS IS NOW REMEMBERED FOR A VICTORY AT NEW ORLEANS, OLD IRONSIDES,",6.280891362564489e-09
922,lasciviously,0,You rubbed it lasciviously against your face.,0.22962769865989685
923,lastly,1,"Lastly, if you consider the soul divine, then love, serve, praise",7.855405215195788e-09
924,lately,0,"-Philately's fun, Josh. -I'm sorry, what's fun?",6.454337508898789e-09
925,laterally,0,"Laterally, the mesh covers the abdominal wall, reflects on the iliopubic tract, and covers several centimeters of the psoas.",8.138808027524647e-08
926,latterly,0,"Well, Mrs. Slatterly came in today--mild heart attack.",2.666341742951772e-07
927,laughingly,0,"Checking out the - I laughingly use the phrase - ""competition"".",1.4192287921905518
928,lavishly,0,"It's one of the things I've always liked about you, Lena, that you do more with your money and power than just live lavishly.",1.16680908203125
929,lavishly,1,"The caliphs lavishly funded projects to translate, study, and preserve them for future generations.",0.4392327070236206
930,lavishly,2,Your spiritual gifts were lavishly detailed.,0.5995357036590576
931,lazily,0,"But, believe me, I'm not lazy, nor did I approach this lazily.",0.014732708223164082
932,lazily,2,"Hour of getting up, lazily...",0.09661760181188583
933,legally,0,"In ""Legally blonde,"" Elle won her case because she was true to herself and dressed cute.",1.9924688565708948e-09
934,legibly,0,"Mason, please write legibly. There were complaints last year.",0.5345051884651184
935,legitimately,0,"Legitimately possessed, in accordance with all federal and local requirements.",5.314849431670154e-07
936,legitimately,1,Overthrowing a legitimately elected president and giving Starfleet direct control over the government?,0.02962147258222103
937,leniently,0,DA can be persuaded to look leniently on that.,0.6823971271514893
938,lewdly,1,"If that man should be lewdly given, he deceiveth me, for, Harry, I see virtue in his looks.",0.7888965606689453
939,liberally,0,I AM ABOUT TO DOUSE YOU LIBERALLY WITH BRAIN-AISE SAUCE.,1.924755997606553e-05
940,liberally,1,My client will compensate you most liberally.,2.9163970947265625
941,liberally,3,Sprinkle liberally with gasoline. And...,1.9233890771865845
942,lightly,0,"Very kind of you, Miss Golightly, to allow me to attend your party.",3.804214898650571e-08
943,lightly,1,"Tread lightly through your thinking for me, turning this Ferdinand loose.",1.751945972442627
944,lightly,2,We've got a wonderful grizzly bear that's been dipped in cornmeal and lightly tormented.,2.453299045562744
945,lightly,3,"It may seem lightly to you, but it was nothing but hell.",2.373654842376709
946,lightly,4,A friendship with Saruman is not Lightly thrown aside.,9.24764754017815e-06
947,lightly,6,Blazes! Why did I pack so lightly?,0.7598646879196167
948,lightly,7,Holly Golightly or Holly Varjack?,7.295707149523878e-09
949,lightly,8,"Well, when we're at the door... ... Ilightlypressmylips against his. Then move into his body, just for a second.",5.318665898812469e-07
950,lightly,16,"Miss Golightly further announces her intention to devote her many considerable talents to the immediate capture, for the purpose of matrimony of Mr Rutherford.",9.255192708224058e-06
951,likely,0,"I mean, just because something is unlikely to be successful-- like, say a relationship-- doesn't mean you don't try, right?",9.369736986286625e-09
952,likely,2,Likely kill that old man to bounce around with an arrow in him.,7.019171607680619e-05
953,lingually,0,Let's give her .4 nitro sublingually.,1.1277977591817034e-06
954,linguistically,0,"Linguistically, it may mean God judges the victim for his sins...",2.340829752256468e-08
955,literally,0,"I know everything about this town and these murals, and that's why this is a dream come true... Literally.",2.7562258253510663e-08
956,locally,0,"Locally, their universe still looks flat enough.",4.001901920958062e-09
957,locally,1,We'll have to cut the system access and set the device locally.,2.3250181674957275
958,locally,3,It allows us to stop each artery of the heart locally to perform the grafting.,1.854621410369873
959,logically,0,"Anthropologically speaking, homosexuality is not a prerequisite for cross-dressing.",8.192779232807368e-10
960,logically,2,"You know, last night I went home rented Andromeda Strain just so I could simulate immersion into that bacteriologically unsound world you call your day-to-day life.",5.469160235804793e-09
961,logically,5,"The Heights are seismologically unsound, the whole area is uninsurable.",4.0535033463129366e-07
962,longingly,0,I take walks in the park... and I look longingly at the lake...,0.5136614441871643
963,longitudinally,0,Cut longitudinally down the midaxillary line.,0.02398686297237873
964,loosely,0,"Loosely Fallbute, once a cosmetician, is now a catalogue researcher.",9.657232791226988e-10
965,loosely,1,Evan computes as a member of a loosely formed gang called the Zeps.,0.11545560508966446
966,loosely,2,Loosely Fallbute was employed by an insurance firm to examine a possible topographical pattern in VUE incidents.,2.858983521036862e-07
967,loosely,3,"""loosely fill the body cavity with stuffing.",5.845098348800093e-05
968,loosely,4,"Loosely translated, it means ""we cheat"".",2.3457392472892025e-08
969,loosely,6,"Two, loosely scrambled on toast, is the test. And these were just so.",0.67655348777771
970,loudly,0,"[ All Chewing Loudly ] So anyhoo, last night we're playin' poker, right?",8.561071851431734e-09
971,lovingly,0,"Not ""Sponsored by,"" but ""Lovingly dedicated.""",2.9691431535638912e-08
972,lovingly,2,"We'll be able to monitor the stresses and effects using our robot passenger, who we lovingly call Elmer.",0.018176887184381485
973,loyally,0,Loyally he follows the King.,6.829513949924149e-06
974,luckily,0,"Luckily, this is not a formal debate, and you are a butt face.",3.528308312183981e-09
975,ludicrously,0,"Even though it's ludicrously obvious to everyone around you, you two will go on pretending it's not true because you're emotional infants!",0.01766623556613922
976,lustily,0,"'Cause they can visualize your mother in a barn with Mister Ed, talking about... (NEIGHING LUSTILY)",3.926239060092485e-06
977,luxuriously,0,"15 bucks for a luxuriously creamy pussy-ass daiquiri, motherfuckers.",0.0427531898021698
978,luxuriously,2,Our bosses live luxuriously but we won't be slaves forever!,0.0002905855653807521
979,lyrically,0,"♪ Lyrically, I'm on point, flowing double joint ♪",1.0429277885748434e-08
980,madly,0,"Madly, as you can see.",1.7831272998591885e-05
981,madly,1,"The band wants Love Her Madly to be the first single, but Robby resists, calling his own song too commercial for The Doors.",1.675392802269471e-08
982,magically,0,We are pushing the boundaries of what is magically possible.,0.24856844544410706
983,magically,1,I did a story a while back about a kid who thought something his father had left him was magically making him run faster.,0.13637956976890564
984,magically,2,"OH, I DON'T KNOW. HE'S RICH, GORGEOUS, HE CAN MAKE CASH MAGICALLY APPEAR...",2.5120634461472946e-09
985,magically,3,"Can you say ""magically delicious""?",1.0776320777949877e-05
986,magnanimously,0,You Yang boys are each worse than the last. The first five died for me magnanimously.,0.07758408039808273
987,magnetically,0,"You know, the United States had a nuclear-fusion research project called marauder which stood for ""magnetically accelerated ring to achieve ultra-high directed energy and radiation.""",6.218609627239857e-09
988,magnetically,1,A design that they will be magnetically drawn to every single time they move to touch your machine.,0.23599621653556824
989,magnificently,0,"Magnificently, as befits a man whose advertising campaign was approved by the client.",9.05653166682896e-07
990,magnificently,1,"- Thank you. And now, ladies and gentlemen, we should compose ourselves for the arrival of Her Majesty... and return to the site of our great nation's... magnificently restored Crown Jewels.",0.01283592451363802
991,magnificently,3,Did the Terracotta Warrior die magnificently?,0.850923478603363
992,magnificently,4,And he played the piano magnificently... and composed exquisite music and dedicated about 80 songs to me.,0.018359268084168434
993,mainly,0,"Mainly heart attack-inducing toxins, kertotic acid, sodium morphate.",6.220604031881294e-10
994,mainly,1,"Mainly enemy raids, munitions, assassination and kidnap. Specializes in secret foreign operations.",1.580175137405604e-07
995,majestically,0,"And the more majestically in outer public life the empire glorified the Soviet Homeland,",0.05563390254974365
996,majestically,1,-Majestically.... -Most epic picture of its time!,5.306974344421178e-07
997,maliciously,0,"MR. CORONER, WE DON'T THINK THIS SHOOTING WAS DONE MALICIOUSLY.",3.6282802540199555e-08
998,maniacally,0,"(BUBBLE LAUGHS MANIACALLY) Oh, get back to your desk!",6.3636464986416286e-09
999,manifestly,0,But this is manifestly not the Garden of Eden.,0.8815414309501648
1000,manly,0,"You were so reserved and gentlemanly, so polite, that night with Jessica.",4.764051375616418e-09
1001,manly,1,"In the days that followed, Special Agent Eugene Cordell... using the cover name of George Manly... made himselfknown throughout the skid row area.",1.6097069988063595e-07
1002,manually,0,- Manually override the re-entry!,1.5769494439155096e-06
1003,marginally,0,- More amusing in English. - Marginally.,8.805680806744931e-08
1004,markedly,0,Markedly high levels of insulin in the tissue surrounding the injection site.,4.118693686905317e-05
1005,marvellously,0,"- Oh, yes, yes. Marvellously well.",6.09715471000527e-07
1006,marvelously,0,Marvelously... It's nice to say ''Let's be multifold!,0.0001763317413860932
1007,massively,0,"- Right, Nate? - Massively cool, Bob.",4.538609346127487e-07
1008,massively,1,"Ben is massively depressed, and he needs my help.",1.5904123783111572
1009,massively,3,"Even though you were massively outnumbered, fighting an opponent with superior technology and firepower?",2.7952404022216797
1010,massively,4,The massively multi-player online role-playing game.,3.0937561988830566
1011,materially,0,These new terms... the white for immortality... do not materially affect our agreement.,1.2937719821929932
1012,materially,2,Materially Pierre Maréchal has no more resources.,0.0009058000287041068
1013,maternally,0,"Yes, but how? Yes, you have Leber's hereditary optic neuropathy that is maternally inherited.",0.6514281630516052
1014,maturely,0,That it's maturely(? ) impossible that this revue(? ) was in that room 4 years ago.,2.287489414215088
1015,maximally,0,"Two years ago, Lynn Monkford had a low-grade glioma maximally debulked.",1.1389522552490234
1016,meanly,2,"Joey called during math class, and Mr. Meanly took my phone away.",5.86572923566564e-08
1017,mechanically,0,"These holes are straight and uniform, Which suggests they were Mechanically introduced from the outside in.",7.229164822319945e-08
1018,mechanically,1,You were so absorbed in the conversation... that you didit mechanically.,1.5413944721221924
1019,mechanically,2,"Mechanically, the computer is flawless.",2.2788497062720126e-06
1020,mechanically,4,"Mechanically, a table and a horse are two very different things.",3.1979734416154315e-08
1021,medially,0,"Moving medially, the body and the head of the pancreas look clean--",1.2575421333312988
1022,medically,1,"MAN, WHEN ARE YOU GONNA LEARN IT'S MEDICALLY PROVEN THAT GOOD GIN CLEANSES YOUR SOUL OUT?",6.9193037965931126e-09
1023,medicinally,0,He wasn't abusing the booze and taking the cough remedy medicinally.,2.2177376747131348
1024,meekly,0,[Meekly] It's my favorite song.,1.5752979365402098e-08
1025,menacingly,0,"[MENACINGLY] It's Uncle Toby, children!",2.1516569859159063e-07
1026,mentally,0,"and so on incrementally, up to the seventh chevron, which is a little different because that's when the wormhole connects.",1.2809975942218443e-06
1027,mentally,1,"She's a complete alcoholic. Mentally unbalanced, and, I would say, retarded.",2.235728935318093e-09
1028,mentally,2,"-Mentally, I'm way too old for you.",3.6399049463398114e-07
1029,mercilessly,0,Mercilessly crushing gangs dealing in drugs and prostitution.,1.8880091374740005e-05
1030,mercilessly,1,But that tree trunk is thrashing you mercilessly!,2.1401917934417725
1031,merely,0,"- Merely carried out orders of real killer, Paul Narvo.",1.3288926403731693e-08
1032,merely,1,Merely a piece of damaged equipment that happened.... MENOPTRA.; Course on bearing 2-6-5.,0.0006623597582802176
1033,merely,2,"But in all good conscience, my lord, is it worth even one innocent life merely to remove worthless rabble, riffraff, like myself who one day will die on the gallows anyway?",0.7090495824813843
1034,merrily,0,"Merrily developing their own blood vessel network, to save the nourishing away from the normal cells, and then grow to such abnormal state then they will kill their own host.",4.490021687786339e-09
1035,merrily,1,[SINGING] Merrily we appear on the scene,2.9335683393583167e-06
1036,metaphorically,0,Metaphorically dead or dead dead?,2.269931881349052e-10
1037,methodically,0,"Methodically, he dragged one woman after another out here ... to various places in this huge building.",3.625973931775661e-06
1038,meticulously,0,Meticulously stage your crime scene... With just enough mistakes to raise the specter of doubt.,1.4824258869339246e-06
1039,metrically,0,"But no digital encryption or biometrically locked vaults can keep sensitive information from spilling out of an indiscreet asset's mouth, which is why one of the most common duties for a spy is babysitting.",1.4800063752318238e-07
1040,microscopically,0,Fibers under Eduardo's nails are microscopically similar to 60-pound kraft paper which is used for everything from grocery bags to wrapping paper.,0.31214097142219543
1041,microscopically,2,"It seems that my tough opponent had a long police record, and while Chief Liu was questioning him about a certain market robbery, the entire contents of Nomaka 's trunk were microscopicallYphotographed.",1.8266719337134418e-07
1042,mightily,1,She found it mightily interesting.,0.11267033219337463
1043,mightily,3,I've been deemed under protection by the almightily Klaus.,9.089976083487272e-05
1044,mildly,0,"I think ""mildly entertained"" would be the best way to describe the reaction here at the after-party.",4.553595900347318e-08
1045,mildly,1,"Mildly hypertensive at 140 over 80, pulse 70.",6.635220728412605e-08
1046,mildly,3,In the first phase the body trembles mildly.,3.5053086280822754
1047,mildly,8,- to print more excerpts of my book. - (Mildly) Wow.,2.3864791387495643e-07
1048,militarily,0,"Militarily, there are three-- surgical strike on the missiles, an attack on the missiles and the control-and-command centers throughout the island, or an all-out invasion of the island.",2.2338388916409713e-09
1049,mindlessly,0,Mindlessly chomping and biting at their own hinds.,0.00031088662217371166
1050,minimally,0,"Any fucking king of the gypsies will 'anger also foam and threaten women, but sbattero 'inside as any other suspect just infrangera ' Minimally a law, or does not show 'enough compared to this, which, please God, is stupid enough to do.",3.057419206697887e-08
1051,minimally,1,"Minimally, I'd say we're looking at restricted duty.",1.0071984206661e-06
1052,minutely,0,"Mrs. Putney, while I enjoy The instructive, whimsical, educational e-mails That you send me on an almost minutely basis...",0.37114372849464417
1053,miraculously,0,"Miraculously, he was saved, but... then he choked on some grapes.",1.4545539883670244e-08
1054,mischievously,0,Do you mean to sit there and tell me... that having mischievously conjured up this ghost or spirit or whatever she is... and placed me in a hideous position... you are unable to do anything about it?,0.0021056479308754206
1055,mistakenly,0,And then.. it set their backs on fire. - Mistakenly!,4.1275328044321213e-08
1056,mockingly,0,"So, Andy's investment talk was all [Mockingly] funds and percentages and mutual hedgehogs.",1.2423691408969262e-08
1057,moderately,0,Moderately fertile or very fertile?,1.1914341735419498e-09
1058,moderately,1,"When you arrive, there will be a congratulatory party with sandwiches and moderately priced champagne.",0.1177518293261528
1059,moderately,2,"He doesn't smoke, drinks moderately.",0.33423149585723877
1060,moderately,3,Therefore love moderately. Long love doth so.,1.1646058559417725
1061,modestly,0,"From here on, keep your hero status in mind and act modestly!",0.6889262199401855
1062,modestly,3,"Since you two were living rather modestly, I don't think the number should be too bad.",2.2418923377990723
1063,modestly,4,"Well, I, uh, I don't like to brag about it, but I did publish five modestly successful children's books.",3.072235107421875
1064,modestly,6,"Women, I know they dress modestly there, but I mean, the way this guy looks at me, you'd think I was wearing a string bikini.",2.289219856262207
1065,modestly,8,It is our most modestly priced receptacle.,0.5274572968482971
1066,modestly,10,"Modestly, I have good taste. - Yes, you do.",3.0624353257735493e-06
1067,momentarily,2,"Momentarily, I'll exit and return with accused cop killer, Jimmy Clayton.",1.0155851981608066e-07
1068,monstrously,0,"""who witnesses are describing as 'monstrously deformed,' may be a relation, sources say.""",1.311039312668072e-07
1069,monstrously,2,"Gentlemen, sirs, fellow conscriptees you have been monstrously deceived.",0.509230375289917
1070,monthly,0,"Then eight months ago, he opens a savings account, and he gets once-monthly direct deposits from some company in the Caymans.",8.409699603362242e-09
1071,monthly,1,- What was it called? - Cambridge Monthly.,2.1746760126006848e-07
1072,mortally,0,"I am mortally offended, gentlemen, that you partake my generosity and yet continue to conspire against me.",1.0008081197738647
1073,mortally,2,"- lll, captain, very ill. - Mortally ill.",3.84350364868169e-08
1074,mostly,0,"Mostly during the day when he's at work, um, but we are both from Sierra Leone, so...",1.564441731716215e-08
1075,motherly,0,"Mother, Witch, Light, Motherly Love - ELIZABETH TAYLOR",1.8533331813674891e-10
1076,movingly,1,It's so movingly written. I wept,1.270045280456543
1077,multiply,0,Negative possibilities are multiplying as we speak.,0.004779992159456015
1078,multiply,1,"And when they land in New York, you multiply your troops and tanks by 10.",0.007879887707531452
1079,multiply,2,"When I think about them, you know, out there in their rooms, on the streets, utilising public transportation downloading pornography, ordering their lives out of catalogs shitting out processed foods, cashing welfare checks opining, bitching, moaning, consuming, copulating and multiplying.",8.316291655319219e-09
1080,multiply,3,"The thyroid, cricoid and arytenoid cartilages are all multiply fractured.",1.2435712814331055
1081,multiply,4,"Multiplying our sorrows-- the perfect predator,",9.407554557583353e-07
1082,multiply,6,"Multiply by 20 good, And presto, you saved 10 euros.",7.809636271005616e-10
1083,murderously,0,"Were you or were you not head of the narcotics consortium, the murderously bloody CMB?",2.376298427581787
1084,musically,0,"Musically, of course, when you go and you see a band, and you know it's coming from the heart, it touches you more because there's some sort of human connection.",4.1734196543075086e-08
1085,mutually,0,"It's called ""Mutually Assured Destruction,""",2.39583073380345e-07
1086,mysteriously,0,"YEAH, WELL, MY HOTEL ROOM WAS MYSTERIOUSLY CANCELED, AND NOW I JUST FOUND OUT BLAIR'S DRESS HAS BEEN RUINED.",7.737538609831063e-09
1087,mysteriously,1,"Marcellus was pardoned by Caesar, but later, he was mysteriously murdered.",0.0012016457039862871
1088,mystically,0,So the fifth solid they mystically associated with the cosmos.,0.05548114329576492
1089,naively,0,"In 90, we have guelfe, place of the university, Naively thinking that we could change things And that one could drag before justice",3.8582456340918725e-08
1090,nakedly,0,"Nakedly ambitious, self-serving obstructionist, all suit and no substance. But other than that, I'm a fan.",3.176860019493688e-08
1091,nakedly,1,If she cures him I run nakedly around the field 3 times,0.022353410720825195
1092,namely,0,"Namely, Chinese people and people from Craggy Island.",7.874303431520957e-10
1093,namely,2,Namely Pacey may have had for me.,0.017798729240894318
1094,narrowly,0,"'Sports columnist, Ray Barone, while on a citizen ride-along... 'narrowly escaped gunplay when an armed robber....'",2.7732016683046368e-09
1095,narrowly,1,SO LUTHER IS ENGAGING IN A VERY NARROWLY ACADEMIC EXERCISE.,1.2778730251739034e-06
1096,narrowly,3,The bullet narrowly missed your brain stem and exited the back of your skull.,0.0006324751884676516
1097,nasally,0,"- "" [ Scatting ] - [ Audience Laughing ] [ Nasally ] Yeah, but white guys, see, they drive a car like this. "" [ Scatting ]",7.249286504418251e-09
1098,nasally,1,"- Okay, 20 milligrams intranasally.",8.773132549322327e-07
1099,nastily,0,"Six minutes ago I learned that your ex-wife, Courtney, is going on Larry King, where she will be nastily telegenic while also sympathetic and vulnerable.",0.5056245923042297
1100,nationally,0,"Nationally, you're taking up the cause of the forgotten...",2.887500727410952e-08
1101,naturally,0,"Which is, in fact, a naturally occurring salt,",0.06547733396291733
1102,naturally,1,"Naturally, it didn't take the cops long to seal off the building.",1.7698593701709342e-09
1103,naturally,2,"Naturally beautiful, radiant, she Is black essence.",4.674105014146335e-08
1104,naturally,6,-...born with naturally blonde hair.,1.5329294204711914
1105,neatly,0,And all the fishes in the sea came swimming neatly home to me.,3.168421745300293
1106,neatly,2,Neatly masking the 24 million in bonuses - these guys paid themselves.,9.889511602523271e-06
1107,neatly,4,Neatly dressed pensioners. Mothers. Kids.,9.292534741689451e-07
1108,neatly,5,"Neatly, or did you just throw everything in there?",0.0007859072647988796
1109,necessarily,0,"It's here in our camp, among Us all day, because we hear them All day, but you can't Necessarily see them all the Time",3.149706628846616e-08
1110,needlessly,0,"This feels... Needlessly risky, like we haven't thought it through enough.",6.3293946368503384e-06
1111,negatively,0,"""To the question how sciences and arts affect people's morals, Rousseau answered: Negatively'.""",2.738419198067277e-07
1112,negatively,1,"When they're negatively charged, they're attracted... to the positive-charged nuclei of ordinary atoms.",0.4389907121658325
1113,nervously,0,"- No, no, no, zip your pants. - [ Chuckling Nervously ]",2.581463709461218e-09
1114,neurotically,0,She was careful but almost... Neurotically anxious... About hiding her tracks.,8.155528121278621e-06
1115,newly,0,"Newlyweds, giving each other matching genital rings as wedding gifts.",1.8683327107638092e-10
1116,newly,1,He had now discovered the real way that it should be done so every auditor in the world had to be trained newly in this golden age of tech.,3.3512778282165527
1117,nicely,0,"I'm gonna burn your nipples, bitch. Well done, Taco. Nicely done!",1.4559758199084172e-07
1118,nicely,1,Nicely where's Decatur? - He's gone.,0.00021291374287102371
1119,nicely,2,Nicely now. Little kitten. Or I'll hurt you.,6.209525963640772e-06
1120,nicely,5,"How nicely they've decorated it, Pauline.",1.2649204730987549
1121,nightly,0,"Towering ramparts, fairy-tale turrets, monks and nuns, knightly halls.",1.1108219899469418e-09
1122,nimbly,0,"And now, instead of mounting barbed steeds to fright the souls of fearful adversaries, he capers nimbly in a lady's chamber to the lascivious pleasings of a lute.",3.070739269256592
1123,nobly,0,He showed he's a leader. Nobly embracing his own flawed humanity.,2.2652194786587643e-08
1124,nobly,1,The wine tonight is nobly blessed,1.8414866924285889
1125,nobly,2,"""nobly swallows the draft as Peter's hand is reaching for it.",1.6132789824041538e-05
1126,nobly,4,We need the Chernobly to get back?,1.6051731677180214e-07
1127,noiselessly,0,"The hatch is opened noiselessly above their heads. A gust of wind penetrates into the passageway. and with it, a girl sneaks in.",0.0008541545830667019
1128,noisily,0,At times a tile can be heard crashing down from the roof and shattering noisily.,0.005630399566143751
1129,nominally,0,Judging by the number of those applications I dare to assert that there were more decent Jews in Germany than were nominally existent,2.2868194580078125
1130,nonchalantly,0,But I don't think a mere cop would come here with that card and risk his life so nonchalantly.,0.0004693427181337029
1131,normally,0,"- Did you say ""normally""?",4.8114656237885356e-05
1132,normally,1,"Normally, when someone kills their spouse, there's a financial upside.",1.5898196092933858e-09
1133,northerly,0,Northerly wind at 1.8 meters.,2.0880111151200254e-07
1134,notoriously,0,"Notoriously is hard to kill, trust me.",3.6148708204564173e-07
1135,numerically,1,"Those are the exact same numbers in the exact same order as the date of your anniversary, if you were to express that date numerically.",0.7936135530471802
1136,numerically,2,"Men today we will execute an ambush against a numerically superior hostile force by using cover, surprise, interlocking fields of fire and the natural aggressiveness of the United States Marine.",1.1166473627090454
1137,nutritionally,0,"Nutritionally balanced is the key term of dieting, understand?",2.0028107883263147e-07
1138,obediently,0,"They created a call - an eerie mesmerizing combination of sounds, upon hearing which even the strongest of us lost all willpower and obediently went to the stations where they were turned to happy, senseless, complacent creatures.",0.0008337887702509761
1139,objectively,0,"O-objectively speaking, you got to appreciate how genius it was.",1.0980265585658344e-08
1140,obligingly,0,Obligingly gave us the slip.,0.0034035665448755026
1141,obliquely,0,Perhaps what Leonard is obliquely referring to is the occurrence of sexual dysfunction.,0.09329036623239517
1142,obliquely,1,"An inch below the crea'se of the thigh wa's a cut extending from the anterior 'spine of the ilium, obliquely down the inner 'side of the left...",0.13864868879318237
1143,obscenely,0,"Now, if it's obscenely excessive enough, perhaps you'd care to grant my freedom,",0.0001905916433315724
1144,obscurely,0,"He would go away, leave England forever, live obscurely in a distant country, find peace in a life of humility and self-denial.",1.6209163665771484
1145,obsessively,0,"Obsessively counting calories, and all that dietstuff.",3.4857926323184074e-08
1146,obstinately,0,Obstinately disobeying the law of the circle.,0.0001729969517327845
1147,obviously,2,"Obviously, this woman is lying.",8.76403671856707e-10
1148,occasionally,0,"Occasionally, maybe, he had some water.",1.8051214967229612e-09
1149,oddly,0,"How cool must their block parties be? Oddly, they never invite me.",1.835531171501259e-09
1150,oddly,1,Oddly made for each other.,0.026675226166844368
1151,offensively,0,"Offensively put, but I think I can make that happen.",0.0005274416180327535
1152,offensively,1,Oklahoma could not get anything done offensively while being held to under 100 yards passing.,0.589280903339386
1153,offhandedly,0,Offhandedly mention that time we all ended world hunger!,1.5331586666889052e-07
1154,officially,0,"Officially, they never found the murderer.",1.4926009317406397e-09
1155,ominously,0,"Yeah, yeah, because she did something stupid and crazy and indicative of an ominously shaky moral compass.",0.016077326610684395
1156,one-sidedly,0,I mean how can you end our contract one-sidedly through a text?,0.17201560735702515
1157,openly,0,"Openly enjoys the trappings of the Western world, but resents the West over its treatment of Palestinians.",3.9565515308481736e-09
1158,openly,1,We cannot openly cross the water.,1.7825217247009277
1159,openly,2,She often wished that some champion would appear and take the field openly against the boisterous Brom.,3.788468360900879
1160,operatively,0,"Maintains venous return intraoperatively, so, you know, no heart-lung machine is needed.",2.334965332195793e-09
1161,opportunely,0,"And so by disposition of the divine mercy, it was done most opportunely, that Joan, child of god, daughter of France, today be placed among the number of the saints.",2.004002094268799
1162,oppressively,0,"""In the autumn of that year, when the clouds hung oppressively low in heavens,""",0.05541729927062988
1163,optically,0,"AND LET YOU INVADE THAT WOMAN'S PRIVACY? MADDIE, IF YOU COULD OPTICALLY ASSAULT HER,",3.175571361424545e-09
1164,optimally,0,"- No. You don't send a puppy to clean up its own mess. Optimally, you don't even have a puppy.",8.963362496672289e-09
1165,optimistically,0,Tomorrow you'll see things more optimistically.,0.896743893623352
1166,orally,0,I'm psychomotorally unstable with perverse tendencies.,9.880152447294677e-07
1167,orally,1,"Forensically, it's a dead end, but, uh, behaviorally we might have something.",6.367071136992308e-08
1168,orally,2,"Rohit, you orally solved a problem meant for the tenth standard?",1.2252414226531982
1169,orally,3,"Orally, you'll be taking ketoconazole, fluconazole, and itraconazole.",2.149958078234704e-08
1170,orally,5,Was Dave stimulating you clitorally?,4.3921806991420453e-07
1171,ordinarily,0,The miss has made her decision... extrordinarily delighted.,1.9087361579295248e-05
1172,ordinarily,1,"Ordinarily, I am not kind of laughing problems urinary people, but you should have seen it ...",1.0203553557630585e-09
1173,organically,0,"Here are the democrats eating up all of their soft science, ""organically homegrown"" propaganda that the eco-fanatics are force-feeding them.",4.87903015766733e-08
1174,organically,2,PAH's can be formed non-organically.,6.828655023127794e-05
1175,organizationally,0,"In the beginning we had no funding at all, we were not set up with manpower nor organizationally, so there was a lot to improvise.",1.2419706583023071
1176,originally,0,"- Originally, I'm from Canada.",9.47486533675601e-10
1177,ostensibly,0,"Ostensibly, it's a sexual harassment workshop.",2.96424822465724e-08
1178,outlandishly,0,I keep him despite the outlandishly lustful thoughts he spews at me.,0.00227161031216383
1179,outrageously,0,These fistfights are outrageously one-sided.,0.0004674724768847227
1180,outrageously,1,These two idiots behaved outrageously.,0.0015762089751660824
1181,outstandingly,0,"Outstandingly so, even for twins.",6.148708052933216e-05
1182,outwardly,0,"Outwardly Animal Farm appeared prosperous, but the animals themselves were no better off, with the exception of the pigs, and their supreme leader, Napoleon.",2.4920071339806782e-08
1183,overly,0,"Good question, Overly Excited Former Foster Kid.",1.137901439740574e-09
1184,overtly,0,"Oh, is that too Overtly gay?",3.2034166430605637e-09
1185,overwhelmingly,0,"I get much more sexual gratification from ""moe"" (anime otaku term for ""overwhelmingly cute"")",4.7149787860689685e-06
1186,overwhelmingly,1,"AND EVER SINCE CHRISTIAN FOLKS, AT LEAST FOR THE MOST PART, OVERWHELMINGLY HAVE HELD THEIR DAY OF WORSHIP ON SUNDAY RATHER THAN SATURDAY.",4.960539712328682e-08
1187,painlessly,0,"Painlessly, as a happy child.",1.556446932227118e-06
1188,painstakingly,0,'Painstakingly they measured the circumference of my ears 'the distance between my toes 'the length of my eyelashes and even my shadow.,2.20363635889953e-05
1189,palely,0,Alone and palely loitering. Nice coat.,3.5708119869232178
1190,paradoxically,0,"Paradoxically, I have no political beliefs. Life is pain.",8.706943610548024e-09
1191,partially,0,"Partially digested eggs, bacon, and...",2.259480247346346e-08
1192,partially,4,The original negative for picture and sound was lost. Partially complete prints of the German and French versions served as the basis for this restoration.,7.340678394029965e-07
1193,particularly,0,"I WAS FRIENDS WITH ALL THESE GUYS HERE, BUT I WAS PARTICULARLY FWRENDZ THESE TWO.",2.305527679880015e-08
1194,particularly,1,"Particularly with your mother, trying to marry you off?",7.873625307297516e-09
